Reviews,Label
"I've been to many, many gyms and this is by far my favorite one ever. It's not the biggest gym, and it's not the best, but it has THE best trainers, plenty of equipment and the nicest people you'll ever meet! It's never overly crowded, plenty of parking, they let me park my bike inside when I ride it up there and I get super fit with my awesome trainer. What's not to love? Mary, I think she's the manager, has the best sense of humor and is incredibly nice and very informed. She can answer all your questions. She also acts like she loves seeing me - ha! My fabulous trainer that beats any I've ever had, Ryan, knows his stuff. I've worked out with trainers who pushed me and hurt me, but Ryan never has. He pushes me, but safely. He's probably the most knowledgeable trainer I've ever had. He's also goofy and fun to train with. You really can't be that! This gym is above-par and I don't want to ever move because I love it so much! I hope I can work out here forever!",positive
"It appears you can't review each gym individually which is unfortunate. I would give the Val Vista location a 4 and Arizona location 2 but I can't so...here's a 3 to combine them. The Val Vista location is clean, bright and the people are friendly. They have a good assortment of classes. 10:30 group classes are geared towards seniors. If you're not a senior but new to exercising or injured, this might be a good alternative. It'll get you moving but it's not too rigorous and everyone is very friendly. I tried the yoga class and although I completely suck at it, I wasn't made to feel uncomfortable. She offered several options for different levels. I made eye contact one time and she motioned on how I could improve my posture without calling me out. Much appreciated! The 9:30 Zumba class was really good. Again, friendly trainer and classmates. I was happy to be in a class where everyone seemed real and not like they were all dressed for an audition for the next Flash Dance.",negative
"BEWARE! I believe it was back in 2007 when my best friend and I decided to get gym memberships at this 24 Hour Fitness. She signed up for the month-to-month option where they debit your monthly fee from your account. I was not comfortable with this and after severe pressure from one of the ""trainers"" (a.k.a. used car salesmen), I decided to pay ahead, IN FULL, for a 3 year membership. It was a 3 year membership, end of story - this was not a continuous membership in any way, shape, or form. My friend and I usually went to the yoga classes but we did use the machines and pool/sauna as well. I decided to bring my mom along once and let her use one of my guest passes. It was then when things turned south. One of the ""trainers"" decided to try to talk us into getting personal trainer sessions and measure our BMI, total body fat, etc. tests. After going the rounds several times as to why we weren't interested (spending about an hour of our time there), we left the gym, having not signed up for these services. Since I was already a member of the gym, this Bozo unfortunately had my phone number and began calling me, non-stop. He called about every hour or so for a few days (I am NOT over exaggerating). It got to the point where my husband had to intervene and ask him to quit calling me. The next time I went back to the gym, this ""trainer"" GLARED at me the entire time. He watched me move from machine to machine. It made me incredibly uncomfortable. I actually considered asking for special permission to move my membership to another 24 Hour Fitness, even though my particular plan was only for their gym. The location happened to be convenient for me so I thought it would be better to just call and speak to the manager instead, so I did. I called and told the manager what was happening and let him know that I was uncomfortable to use the membership for which I had paid dearly. The manager apologized and assured me it wouldn't happen again. Well, he apparently DID speak to the ""trainer,"" (as he should have) because the trainer was even more angry when I returned. He still watched me and glared, only this time, he stood up and made it very deliberately obvious that he was trying to physically intimidate me. I had had enough. I was less than a year into my three year membership but I couldn't stand going there any longer. I finally quit showing up. I really should have asked for my money back, but they had explicitly told me that it was non-refundable. I was a very busy person and didn't have the time or energy to argue the situation so I just decided to cut my losses and move on. Over two years later, my mom called me, telling me she had received something in the mail for me from 24 Hour Fitness. Odd, I thought, because I have never lived with my mom in Arizona, so how did they get that address for my name? Furthermore, I had moved to the east coast. My mom was visiting me anyway so she brought the envelope with her. I opened it up and it basically said that my membership was up and I needed to call them. Confused, I called and explained that I had paid for a 3 year membership (and that was all). I said that I wasn't sure why they assumed that I should automatically be signed up again when I didn't opt for the continuing membership. I also mentioned that I hadn't been to their gym in almost 2 years. The lady on the phone was nice and gave me a confirmation number for my ""cancellation."" I told her that didn't make any sense because there was nothing to cancel, but whatever. About two weeks later, I began to get incessant phone calls from an unknown 800 number. I Googled it to find people who were outraged - it was a collection agency for 24 Hour Fitness. Seriously, WTF?? Like I said, this was a 3 year, NON-CONTINUOUS membership. Nevertheless, I STILL called them and RECEIVED A CANCELLATION NUMBER INDICATING THAT I WOULD NO LONGER BE USING THEIR GYM! Add to all of this the harassment and physical intimidation that I had to endure by their trainer and I was LIVID! I contacted the gym and let them have it. I told them that they had sent me to collections for no reason and that their staff had harassed/intimidated me and I DEMANDED that they remove me from collections, as there was nothing to collect! I explained that my husband and I always have attorneys on retainer (this is true) and if they did not act immediately, we'd be suing. That day, they removed me from collections. I did check my credit report a while later and thankfully, there were no adverse marks from this incident on it. A few weeks later, a former coworker of mine told me that he had just been wrongfully sent to collections by the same gym. Seriously, stay away. I will NEVER have another gym membership again. I refuse to be scammed. I would rather invest that money in my own workout equipment. Thanks a lot for robbing me blind, 24 Hour Fitness!!!",negative
"I've been coming to this gym for what feels like foreverrrrrrr! lol. It has to be maybe 6 years now. =) It's not one of those glamorous gyms like Lifetime Fitness or LA Fitness but it has everything I need in a gym and I love it. Plus it doesn't cost a fortune for a membership either. But then again I signed up for one 6 years ago. It has all of your basic necessities and everyone is super friendly. I actually hate going to the gym. lol. But force myself to do so because a 6 pack abs do not just magically appear out of nowhere and neither does a toned body. lol. This location is actually a little bit farther from my house but I like how the machines are set up and how friendly everyone is so it's worth the drive for me. My only negative to this gym is they keep increasing my monthly payment. They tack on a few cents once every few months. I think they make it a small amount so you don't notice it as much but I definitely see it! I started at $18 a month 6 years ago, and now I am at $21 a month. lol. So if you just need your basic daily gym without the works at a good reasonable price, then check it out folks. =)",positive
The manager is useless. Machines are broken and never repaired for long periods of time. The only advantage to joining this club is for the hours!!,negative
Decent place. It's just so dark in there like a dungeon. I'm not sure if there trying to save money by not turning lights on but it's hard to get a good workout and have good energy in dim light. Other than that it's pretty good.,negative
I have been attending this gym now for over a year. It certainly is a no frills gym and it simply works. The staff are polite and friendly. The monthly rates are reasonable in comparison to other gyms. The child center is great. The only reason why they not get 5 stars is that they need some new flat screen TV that do not reflect!,positive
"I am commenting on the class schedules and the service I received at this gym. Coming from California, I felt like the gym I went to in SF had more flexible class times that worked with my schedule. Since I work the typical 9-6 days Monday-Friday, it is hard to find time to attend the Group X classes. I am a big fan of these exercise classes. I told myself before I would never do them but once I did, I got hooked! I haven't had the opportunity to cycle at this particular location because it is packed/booked on Saturdays morning but I have done Bodypump with Corinne here. I like the bodypump class. It is your typical bodypump class with the similar layout. Corinne is very energetic and positive. I am a little surprised that all the 24 hours gym in Arizona do NOT have towel service. Also, the machines are decent but they are a little old. The trendmills do their job but sometimes they scare me because they seem more squeaky than they should be. The fan on a few of them don't work. Also, it seems really warm in this location in the cardio section for some reason. Also, I noticed a weird odd smell when I first walk in the door. It's like a moldy, wet, chlorine smell... yuck! Bleh.",negative
"I like this gym. It's close by, it's open at ridiculous hours when one should be sleeping, but for some reason I want to be swimming or ""playing"" basketball (usually that consists of me missing the shot and running around the court chasing the ball, but at least it's 2:00am in the morning and no one else is around!!) And it's not fancy schmancy so I don't have to try too hard. ha. I've found it to be pretty clean, and I like the front desk staff. I've only tried one of the group Zumba classes because my friend was into it, but it's not really my thing. But I hear that the classes are well-attended, so if you like the group exercise dynamic they're probably good.",positive
"Pros: Clean / Few darned good trainers. Cons: Dark inside, staff changes frequently and personalities are just OK. Equipment is outdated and only the pads have ever been updated. My spouse and I had been members on and off for 8 years and mostly returned for the location factor. Recent cancellation attempts were nearly impossible. Each time my husband made the drive back there to cancel, he was told a manager must be present to cancel a membership - how terribly inconvenient and unnecessary. The THIRD and final time, I went with him to cancel. We were told the manager is ONCE AGAIN, not there, which the day before we were told she would be there. ""Cammeron"" took our information, had my husband sign a piece of paper with his login information, but nothing to show cancellation. I requested said documentation but was told the information would have to be forwarded to the manager and that she would be in the next day 9-5. I called the the following day at 12:51PM and guess what?? NO manager, again. However, a very competent sounding employee (shocker) named Gabby was very helpful and said the account showed to be canceled and no further dues would be debited...we shall see. It should be noted that we tried four times by phone to the toll-free membership services department for 24-Hour Fitness, who outsources their call center -- very frustrating. This problem was much worse the last time we tried to cancel and our dues were taken out three more months than we were told and we had to badger the former manager for our refund. Oddly enough, our address was current with the club location, but the corporate office sent a check to an old address, and they were supposed to credit our bank account. Don't waste your time. Try another gym. In fact, if you are close enough to go to Planet Fitness at Arizona Ave/Loop 202 SanTan...GO!!! No waiting for equipment, no grumpy aqua ladies that drag water ALL over the locker room like at 24 HOUR FITNESS, no annoying ZUMBA class attendants clogging the walkways, no childcare...simple, clean and friendly.",negative
"I joined 2 weeks ago. Im not impressed with this gym for several reasons.. The first week there was no paper towels in the womens bathroom for 3 days. The pool is over chlorinated, and there is (still) a dark brown scum ring all around pool tile. Some of the ""regular"" elderly ladies are rude. They make comments and glare when they get splashed, and ask you to move over beacause that is ""their spot"". The overall gym cleanliness and experinence is Meh. On a good note, I will say the pool instuctors are very nice, and I feel I get a good work out. Val, is awesome! I will stay here because is it's close, and I'm determined to get in shape!",negative
"Maybe it's just because it was my first time there (don't live in the area), but this place gave off weird vibes to me. The atmosphere reminds me of a cave and some of the weight equipment looks like it's from the '80s. Overall, I like the Mesa Riverview and the McKellips/Power locations better but this is still do-able and should have everything you need.",negative
"This place was my mainstay up until March of this year. I don't know what the heck happened, but it was like everyone started going there in January in the evening, and I felt crowded out. Mind you, NOBODY individually crowded me out! everybody was always super friendly, and I was always able to find a treadmill there. (I think I am a bit socialphobic!!) the staff there is awesome, I will always miss them! they are the best front desk gym people I know, and were always helpful, and went above and beyond to help me feel comfortable there. value wise, if you are going to pick a gym, this is the best I could find, and it is very reasonable for everything they offer. I could come here 6 nights a week, and they never made me feel like I was spending too much time in the gym. (I need it!) which I have gotten in other gyms before. the locker rooms were always clean. I really appreciated that. The jacuzzi had a weird dark yellowish tinge that looked gross, and made the place look dirty in the pool area.I never used that, I don't do yellow water EEEWWWWW! staff were aware of it, and I am sure they would have done something about it if they could have. Why the yellow water in the jacuzzi 24 hr fitness? I promise I will come back if you fix that problem! it's super gross! ok, but other than that- if that yellow Jacuzzi were missing, I'd give it 5 star.",positive
"Well, I'll start with the good things. The staff seems pretty nice, and the class instructors are pretty nice. (One of the instructors is a little weird though - I think she teaches Piyo and spin, but at least she's somewhat entertaining). I've belonged to a couple gyms, including a 24 hour fitness super sport in Oregon (Now that place was SUPER nice). This place is...just... well... eh... Actually most of the 24 hour fitness locations in the valley are just ok. They're small, crowdy, sometimes really humid and hot for some reason, and the classes are crowded and offered only at really limited times. Some of the zumba classes you have to get to over 30 minutes early, and then get a number and wait in line just to get in. What a waste of my evening! Also, you'll never find a class that starts later than 6:30pm, they just don't seem to have those, and seeing how I work 25 mins away and rarely get out before 6, it makes it very difficult to make any of their classes. Especially since (as mentioned earlier) some of them you have to get to super early just to get in! So, needless to say, I'm stuck for another year because I did the 2 year prepaid membership from costco (at least it works out to only 12$ per month), but after my membership is up I'll be going elsewhere. It's worth a little more to me for a nicer place and better class offerings. In the meantime, I'll just continue complaining to everyone who listens, and do my best working out on my own using their fitness equipment.",negative
What I like about 24 Hour Fitness is the monthly membership is very reasonable. IF you go in the early morning it's easy to get on the machines. It not fancy and I feel like I can go 'as is' ~ no one notices you. It is not a pick-up place . . . it just a nice clean place for people to exercise . . . and as a 'mature' woman I don't feel intimated. The only thing I don't care for is that they have a very limited selection of classes and times . . . and the classes they do have are to packed. I am happy they are in business. Blessings to them. : ) KC,positive
"Finally a good gym by my parent's house that I can raid on vacation. I was very wary at first when they told me I would have to pay 10 bucks a day for the week, but after a nice persistance I was abe to get a better deal. Nice equipment, not too crowded in the middle of the day, a little bit of a dirty gritty feeling after manhandling the weights but not as bad as Bally's; big open space with plenty of light, lots of machines. Wish they had these in Chicago!",positive
"They offer lots of great deals including a 24-day guest pass. It tends to get pretty busy, so you might want to go in there on off hours. Otherwise, I like this place. They just need to get more machines so I dont have to go at 8 at night or 3 in the morning to get a machine.",negative
"I am bringing down my rating to 2 stars. Yes, I did get a good deal on my gym membership at 24 hr but the fitness classes are way too packed and overcrowded! I took dance class on Saturday and it was packed with about 50-60 ladies. It was so difficult to hear the instructor and she did not give very much instruction's on how to do the dance moves correctly. I was so disappointed. I will not be renewing my membership after it expires. Until my membership expires I will stick to the treadmills, circuit training. I will continue to take my fitness classes (yoga, dance/zumba kickboxing) elsewhere, even though it's a little extra money.",negative
"Stay away. I joined the gym in 2013. It was convenient. I didn't use much in the way of different equipment, but it served it's purpose. Cleaning is a real problem. They had black stuff growing in the showers. I reported it. The manager stated he had reported it to corporate and there was nothing else he could do. It still took a few weeks to get something done after I sent pictures to corporate. Machines are not maintained. There are machines that literally have not worked properly for over 3 years. They stated they could not get parts anymore. I was in contact with corporate repeatedly. They finally stated they would reset my dues to what I started at. It seemed like there was some improvement in the cleaning. I checked my credit card statement one month and the dues were rolled back. Several months later, I checked my statement again and the dues had been raised after that one month. They lied about rolling back the dues. The manager apologized that the corporate representative wasn't clearer about the rollback of the dues but there was nothing that could be done. Obviously, they lied and hoped I would not check my statements. I liked the gym because it was convenient for me, but will not continue to patronize a business after they lie and cheat me on the dues.",negative
"Disclaimer: I've been a member since 2013 and this review is for a visit I recently took to this gym after being away using my apartment gym for a while. I also called and took a guest with me for their free 3 day pass. This review focuses on 3day passes for your guests, and my guests initial reaction. Location: I only come to this location because a long time ago the Henderson one closed down. It's a bit out of the way for someone who lived over by Wagonwheel. Now I live over by Russell and it's about 12 minutes away. It's in an easy to access spot in a nice area. Parking: Ample amounts and fairly safe, so no need to worry! Entrance: same as the other gyms, you go in an sign in at the front counter. Luckily, there were 3 people in front to help us with my guests 3day pass, 1 in which I believe I spoke with on the phone to make sure there there was a 3 day pass for new people trying the place out. PROS: -They have all you need with multiple of each. -The layout is different with a lower level and raised 2nd level. (No, they're not directly under/over each other) which is cool! Classes/personal training/etc. CONS: - Not sure if it was just today, but it Seems to be...cleanish, until you're on them, and then you see they're filthy. (ellipticals were so dirty on the bottom with grime that I could see, squeaked loudly, and were hard to use. Could make someone self conscious with all that noise) -Treadmills made the loudest noise when trying to use that I could hear myself and wanted to stop running. Luckily the other one I went on was okay afterwards. Please check these more often. -Was hard finding certain machines because I wasn't sure what was up above or below, etc. (she gave my guest a horrible tour) (but I'm sure I'd be fine after going there a couple more times) -price for new members is much higher here than at other local joints. (But they do have discounts! Depending on company of being added on, etc) ****OVERBEARING SALES PEOPLE. (As soon as we got in and signed him up to try the gym for 3 days, we were directed to a sales lady whose name I will keep anonymous. She gave us a tour that did not let my guest see much, barely gave info about the gym, and then introduced us to her boss and sat us down. NOT a good tactic. Please let people actually USE the gym before trying to sell a membership. Also, please get more informed about other gyms in the area and tell me why this one is any better. I was a sales person for 4 years...I get it, but if you're going to do it-which is already horrible at a gym that could easily sell itself if it's that great- know your stuff and do better than ""it's cheaper with this discount we've got because you're blah blah blah"" Overall... my guest will not be getting a membership and I am thinking about cancelling mine. OR we will just go to the farther locations. Although there were many, the other gym he goes to is much cleaner and the people leave you alone. You didn't give him time to even SEE or USE the gym. You also, as a sales tactic, said we had a 1 day use pass, which I argued was incorrect. I am not okay with dishonesty & needing overbearing sales people to get people to stay or create memberships. If I stay, I hope they will clean up the place and work on their sales people. Luckily I can just walk by them after entering, but I won't be referring them or bringing guests.",negative
"Be very careful in dealing with this health club chain, 24 Hour Fitness. I formerly was a member but when they increased the monthly cost at the same time they closed down the location near me I decided to cancel my membership. But then over the phone some very-rehearsed clerk sweet-talked me into ""freezing"" it instead, which meant that although my monthly charge ended, suddenly months later their substantial yearly fee appeared on my credit card statement. When I called to ask it be removed since I had stopped coming months earlier, yet another smooth-talking customer-service person got belligerent and told me ""tough sh*t too bad, read the fine print"". Unbelievable. As far as I am concerned they stole this money under false pretenses. It is devious practices like this that really chap my a$$ about underhanded American businesses. 24 Hour Fitness got plenty of money from me during the two-year tenure of my membership but still they dishonestly felt they could get away with grabbing my wallet one last time.",negative
"Old school gym with huge machine floor and free weight area. Yeah, the cardio machines are ancient but it gives it charm. Couple that with the 80s pastel colors and EKG markings on the wall and you're set! Oh, and I love that the ladies' room has a hundred toilets! No more waiting!!!",positive
I love this gym. Never packed like the other 24s even during peak hours. I usually have the whole place to myself late at night and it's so awesome! Three big rooms of machines and weight equipment. Definitely my favorite 24 in Henderson/Vegas area!,positive
24 hour fitness has the worst customer service. I am a single mom that just lost her job and I had called them to cancel my membership that I had only had for 2 months and gave me a 800 number to call. I called the nimber and she said that she could pause my membership for 3 months and that I wouldnt be charged anything a month later I get charged a annual fee. I called them back and they said that they could not refund me my money that it was a non refundable annual fee. They did not try whats so everto fix it. They will tell you anything to get your money.,negative
"I signed up for a membership last week. D helped me get all signed up, he's the best! I didn't know what I was doing except that I had intended to get a gym membership and he explained everything to me of what they offer, the classes that are included, the different locations, he covered every question and wonder I had. He was so awesome and welcoming, for that I thank him for his kindness and great customer service. Give that man a raise! Lol Since then, I've been enjoying the U-jam classes and my daily work outs. Even better that this is down the street from my house too! :)",positive
This gym is amazing. I can't believe it's averaging 3 and a half stars on yelp. Especially for an active gym. It's big. It has twice as much stuff than other 24 hour gyms. If others have one of something they have two. If others have two they have four. The gym lay out is different but nice. They had things I never saw at other 24 hour fitness. Like a treadmill rock climbing wall. The gym is old but very well kept. I like the old equipment better than what they put in the newer gyms. They even still have steal plates. I haven't seen a gym with steal plates in a very long time. They had a lot of ten pounders with rubber. Guess the tens were getting stolen. This is a great gym that's not too far from the strip and is better than the one near Fremont street. Over all this is a great gym. They could give it a paint job and new tile too make it look new and updated.,positive
"I came to this gym as a one-time guest since I live in Los Angeles. Although I told the manager several times I don't live in Nevada (even showed my California ID) to sign in, he still stayed on my ass about signing up. Even if I did leave in Nevada, I wouldn't for the life of me, join this gym. It felt very untaken care of and neglected because all the equipment was dated, rusting and unlubed causing unsmooth pushing and pulling of tension with the machines. The treadmill could barely hold my weight, I was 260 lbs at the time. The ellipticals felt like they were going to fall off the tracks. For weeks after that one visit on that one weekend I was visiting Vegas for a wedding, I was getting calls constantly asking me to talk about signing up. Not only was my phone number from Orlando Florida and my address from Los Angeles, they didn't want to give up. Eventually, they stopped bothering me...",negative
This location needs to be temporarily or permanently closed down. I went to this location because of Yelpers good reviews and boy it was disappointing and disgusting. Next to the bench press area i notice a hugh globe of mold up in the ceilings it was yellow and kinda brown so I immediately took off. It's sad to see 24 hour fitness demising throughout the years no matter it's in CA or NV.,negative
"I'm updating my review due to the fact that for the last few months I been attending, I've noticed this gym is falling apart. All the equipments are very old and not functioning correctly along with the facade of the interior as well. The gym employees here, not all but I would say half have no customer service skills. The music itself is boring, always playing old classic rock and hick music. Thank God for headphones and MP3 players or else there is just simply no motivation from the depressing music that is always playing. Mentioned it to the staff before, but unfortunately they don't seem to care. I've been a member for 20 years now, and this is one of the worst 24 I've been to. It needs a total face lift and more qualified staff.",negative
"I'm a longtime member of 24 Hour Fitness, so I thought I'd give this location a try since I had some errands to run close by. At a glance, this gym would have been almost perfect except for 3 things: The first thing I noticed when going into the men's locker room was one urinal was out of order (no biggie). I used the urinal next to it, and it damn near overflowed and almost got piss all over my shoes after flushing it. Second issue was that some of the equipment I wanted to use were missing quick links and the pins for the cable machines. I had just finished using free weights, so I was still pumped up and ready to finish my routine with the cable machines. However, my adrenaline began to fade quickly because most of the cable machines in that area were missing the damn quick links and pins. I think I spent almost 5 minutes searching that area for the links to attach the bars/d-handles. The final issue I had were the treadmills. 3 treadmills I attempted to use stop working after about 20 seconds. Their treadmills looked and operated like hand-me-down treadmills from one of those casino/hotel liquidations. I was very disappointed that I didn't get to my cardio. Even one of the staff members told me they get complaints about the treadmills after bringing it to their attention. Although the staff members were friendly, I doubt I will return to this location if the issues at hand aren't corrected.",negative
"This was my gym home when I moved to Vegas in 2005 and lived in the Southwest. This visit was my first time back in at least eight years! It really hasn't changed at all. The decor actually reminded me of the 24 I signed up at back in the 90s. This is an Active gym so no frills of the Sports or Super Sports. Just classes, cardio equipment and weights. They do have a rock climbing wall(machine) which used to be a staple in most 24s but not so much anymore. The cardio equipment is also older so don't expect a personal TV to be attached. On the plus side because it hasn't been renovated yet the weight area is more old school, spacious and user friendly. Overall, the gym is clean, staff is friendly and I didn't notice any out of order signs",positive
Gym is big and always empty. No swimming pool. But because it's empty you can almost always use multiple machines at the same time,positive
"The good: Gym is clean Nice range of classes Never busy Nice range of machines and a lot of them Not a lot steroid freaks The Bad: Equipment is very old A lot of equipment is broken, I've told the staff many times over the last few months, it never gets fixed TV's only work with an FM tuner radio, no way to plug headphones in, can't find an app that works with a phone to hear them A lot of the displays on the treadmills no longer work, can't see how fast you are going or level of incline",negative
"This location gets 5 Stars for all their 'RETRO' equipment! Equipment I haven't seen in a years! Its a nice gym, not very crowded if you like to workout in the afternoon. Found lots of different machines to have fun on. There are 3 different workout rooms with a variety of machines, cardio and yes the rock climbing wall(I will attempt that one of these days). Great workout and I will be back for sure!",positive
So much betterthan lvac much cleaner and more people who would rather just work out. not a meat market. Staff and trainers are great. This is the main one I go to but the decature one is just as good.,positive
"They nearly doubled the price while I had been seeing the same broken equipment go un-repaired for weeks. Unbelievable. Did not review my membership for this year, would rather deal with the headache of changing gyms.",negative
